Event ID,COUNTRY,STATE,CITY,EVENT CODE,Event Type,POPULATION
3194,Chile,Auaucanía,Temuco,0161,Civil Unrest / Other / Non-Violent,General population
3195,Chile,Metropolitana,Santiago,0151,Civil Unrest / Other Government / Non-Violent,Education
3196,Chile,Metropolitana,Santiago,0162,Civil Unrest / Other / Violent,Education
3197,Chile,Metropolitana,Santiago,0162,Civil Unrest / Other / Violent,Education
3198,Chile,Metropolitana,Santiago,0161,Civil Unrest / Other / Non-Violent,Education
3199,Chile,Metropolitana,Santiago,0162,Civil Unrest / Other / Violent,Education
3200,Chile,Los Lagos,Osorno,0313,Illness / Rare / Hantavirus,General Population
3201,Colombia,Bogotá,Bogotá,0141,Civil Unrest / Other Economic / Non-Violent,Education
3202,Colombia,Valle del Cauca,Cali,0112,Civil Unrest / Employment & Wages / Violent,Labor
3203,Colombia,Tolima,Alpujarra,0161,Civil Unrest / Other / Non-Violent,General Population
3204,Colombia,Bogotá,Bogotá,0161,Civil Unrest / Other / Non-Violent,General Population
3205,Colombia,Bogotá,Bogotá,0112,Civil Unrest / Employment & Wages / Violent,Education
3206,Colombia,Bogotá,Bogotá,0111,Civil Unrest / Employment & Wages / Non-Violent,Legal
3207,Colombia,NA,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Legal
3208,Colombia,Bogotá,Bogotá,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3209,Colombia,Huila,Neiva,0132,Civil Unrest / Energy & Resources / Violent,General Population
3210,Colombia,Boyacá,Tunja,0161,Civil Unrest / Other / Non-Violent,Education
3211,Colombia,Boyacá,Chiquinquirá,0161,Civil Unrest / Other / Non-Violent,Education
3212,Ecuador,El Oro,Machala,0131,Civil Unrest / Energy & Resources / Non-Violent,Labor
3213,Ecuador,Guayas,Guayaquil,0121,Civil Unrest / Housing / Non-Violent,General Population
3214,Ecuador,Manabi,Manta,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3215,Ecuador,Carchi,Tulcán,0151,Civil Unrest / Other Government / Non-Violent,General Population
3216,Ecuador,Guayas,Guayaquil,0151,Civil Unrest / Other Government / Non-Violent,Business
3217,Ecuador,Pichincha,Quito,0151,Civil Unrest / Other Government / Non-Violent,General Population
3218,Ecuador,Pichincha,Quito,0151,Civil Unrest / Other Government / Non-Violent,General Population
3219,Ecuador,Pichincha,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3220,Ecuador,Pichincha,Quito,0131,Civil Unrest / Energy & Resources / Non-Violent,Education
3221,Ecuador,Pichincha,Quito,0151,Civil Unrest / Other Government / Non-Violent,Labor
3222,Ecuador,NA,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,Ethnic
3223,Ecuador,Manabi,Montecristi and Manta,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3224,Ecuador,Guayas,Guayaquil,0161,Civil Unrest / Other / Non-Violent,Labor
3225,Ecuador,Pichincha,Quito,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3226,El Salvador,San Salvador ,San Salvador,0111,Civil Unrest / Employment & Wages / Non-Violent,General Population
3227,El Salvador,San Salvador ,Mejicanos,0112,Civil Unrest / Employment & Wages / Violent,Labor
3228,El Salvador,Distrito Capital,San Salvador,0131,Civil Unrest / Energy & Resources / Non-Violent,Labor
3229,El Salvador,San Salvador ,Soyapango,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3230,El Salvador,Quezaltepeque,San Salvador,0131,Civil Unrest / Energy & Resources / Non-Violent,Labor
3231,El Salvador,San Salvador ,Mejicanos,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3232,El Salvador,San Salvador ,San Salvador,0131,Civil Unrest / Energy & Resources / Non-Violent,Labor
3233,El Salvador,San Salvador ,Soyapango,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3234,El Salvador,San Salvador ,San Salvador,0151,Civil Unrest / Other Government / Non-Violent,Labor
3237,El Salvador,San Salvador,San Salvador,0111,Civil Unrest / Employment & Wages / Non-Violent,Medical
3238,El Salvador,Sonsonate,Sonsonate,0121,Civil Unrest / Housing / Non-Violent,General Population
3239,El Salvador,San Salvador,San Salvador,0151,Civil Unrest / Other Government / Non-Violent,Medical
3240,Mexico,Querétaro,San Juan del Río,0151,Civil Unrest / Other Government / Non-Violent,General Population
3241,Mexico,Sonora,Hermosillo,0151,Civil Unrest / Other Government / Non-Violent,Labor
3242,Mexico,Veracruz,Xalapa-Enríquez,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3243,Mexico,Distrito Federal,Ciudad de México,0151,Civil Unrest / Other Government / Non-Violent,Education
3244,Mexico,Jalisco,Guadalajara,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3245,Mexico,Puebla,Heróica Puebla de Zaragoza,0151,Civil Unrest / Other Government / Non-Violent,Labor
3246,Mexico,México,Cuautitlán Izcalli,0151,Civil Unrest / Other Government / Non-Violent,General Population
3247,Mexico,México,Ecatepec de Morelos,0151,Civil Unrest / Other Government / Non-Violent,General Population
3248,Mexico,México,Texcoco de Mora,0151,Civil Unrest / Other Government / Non-Violent,General Population
3249,Mexico,México,Chimalhuacán,0151,Civil Unrest / Other Government / Non-Violent,General Population
3250,Mexico,México,Ciudad Nezahualcóyotl,0151,Civil Unrest / Other Government / Non-Violent,General Population
3251,Mexico,México,Chalco de Díaz Covarrubias,0151,Civil Unrest / Other Government / Non-Violent,General Population
3252,Mexico,México,Ixtapaluca,0151,Civil Unrest / Other Government / Non-Violent,General Population
3253,Mexico,México,Naucalpan de Juárez,0151,Civil Unrest / Other Government / Non-Violent,General Population
3254,Mexico,México,Tlalnepantla,0151,Civil Unrest / Other Government / Non-Violent,General Population
3255,Mexico,México,Villa Nicolás Romero,0151,Civil Unrest / Other Government / Non-Violent,General Population
3257,Mexico,México,Jilotepec,0151,Civil Unrest / Other Government / Non-Violent,General Population
3258,Mexico,México,Atizipan,0151,Civil Unrest / Other Government / Non-Violent,General Population
3259,Mexico,México,Coyotepec,0151,Civil Unrest / Other Government / Non-Violent,General Population
3260,Mexico,Hidalgo,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3261,Mexico,Aguascalientes,Aguascalientes,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3262,Mexico,Distrito Federal,Ciudad de México,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3263,Mexico,Chihuahua,Chihuahua,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3264,Mexico,Jalisco,Guadalajara,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3265,Mexico,Guanajuato,León de los Aldama,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3266,Mexico,Veracruz,Xalapa-Enríquez,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3267,Mexico,Nuevo León,Monterrey,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3268,Mexico,Puebla,Heróica Puebla de Zaragoza,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3269,Mexico,Baja California,Tijuana,0131,Civil Unrest / Energy & Resources / Non-Violent,Medical
3270,Mexico,Distrito Federal,Ciudad de México,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3271,Mexico,Puebla,Atlixco,0161,Civil Unrest / Other / Non-Violent,General Population
3272,Mexico,Michoacán,Morelia,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3273,Mexico,Puebla,Heróica Puebla de Zaragoza,0161,Civil Unrest / Other / Non-Violent,General Population
3274,Mexico,Distrito Federal,Ciudad de México,0161,Civil Unrest / Other / Non-Violent,Education
3275,Mexico,Distrito Federal,Ciudad de México,0151,Civil Unrest / Other Government / Non-Violent,General Population
3276,Mexico,Distrito Federal,Ciudad de México,0161,Civil Unrest / Other / Non-Violent,Education
3277,Mexico,Durango,Tlahualilo de Zaragoza,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3278,Mexico,Distrito Federal,Ciudad de México,0151,Civil Unrest / Other Government / Non-Violent,General Population
3279,Mexico,Durango,Gómez Palacio,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3280,Mexico,Oaxaca,NA,0151,Civil Unrest / Other Government / Non-Violent,Labor
3281,Mexico,Nuevo León,Monterrey,0121,Civil Unrest / Housing / Non-Violent,General Population
3282,Mexico,Jalisco,Guadalajara,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3283,Mexico,Quintana Roo,Cancún,0151,Civil Unrest / Other Government / Non-Violent,Education
3284,Mexico,Veracruz,Cosoleacaque,0151,Civil Unrest / Other Government / Non-Violent,General Population
3285,Mexico,Jalisco,Guadalajara,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3286,Mexico,Distrito Federal,Ciudad de México,0151,Civil Unrest / Other Government / Non-Violent,General Population
3287,Mexico,Durango,Victoria de Durango,0151,Civil Unrest / Other Government / Non-Violent,General Population
3288,Mexico,Veracruz,Nanchital de Lázaro Cárdenas del Río,0112,Civil Unrest / Employment & Wages / Violent,Labor
3289,Mexico,Puebla,Heróica Puebla de Zaragoza,0131,Civil Unrest / Energy & Resources / Non-Violent,Religious
3290,Mexico,México,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,Ethnic
3291,Mexico,Veracruz,Papantla de Olarte,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3292,Mexico,Distrito Federal,Ciudad de México,0161,Civil Unrest / Other / Non-Violent,Education
3293,Mexico,Distrito Federal,Ciudad de México,0161,Civil Unrest / Other / Non-Violent,General Population
3294,Mexico,México,Naucalpan de Juárez,0131,Civil Unrest / Energy & Resources / Non-Violent,Labor
3295,Mexico,México,Cuautitlán Izcalli,0151,Civil Unrest / Other Government / Non-Violent,Business
3296,Mexico,Zacatecas,Zacatecas,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
3297,Mexico,Nuevo León,Monterrey,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3298,Mexico,Michoacán,Tiripetio,0151,Civil Unrest / Other Government / Non-Violent,Education
3299,Mexico,Oaxaca,Oaxaca de Juárez,0121,Civil Unrest / Housing / Non-Violent,Refugees/Displaced
3300,Mexico,Distrito Federal,Ciudad de México,0151,Civil Unrest / Other Government / Non-Violent,General Population
3301,Mexico,México,NA,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3302,Mexico,Nuevo León,Guadalupe,0151,Civil Unrest / Other Government / Non-Violent,Labor
3303,Mexico,Distrito Federal,Ciudad de México,0151,Civil Unrest / Other Government / Non-Violent,Labor
3304,Mexico,Hidalgo,Tula de Allende,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3305,Mexico,Oaxaca,Oaxaca de Juárez,0121,Civil Unrest / Housing / Non-Violent,Refugees/Displaced
3306,Mexico,Michoacán,Morelia,0151,Civil Unrest / Other Government / Non-Violent,Education
3307,Mexico,Distrito Federal,Ciudad de México,0151,Civil Unrest / Other Government / Non-Violent,Labor
3308,Mexico,Nuevo León,Ciudad General Escobedo,0161,Civil Unrest / Other / Non-Violent,General Population
3309,Mexico,Distrito Federal,Ciudad de México,0151,Civil Unrest / Other Government / Non-Violent,Labor
3310,Mexico,México,Toluca de Lerdo,0161,Civil Unrest / Other / Non-Violent,General Population
3311,Mexico,Morelos,Curenavaca,0151,Civil Unrest / Other Government / Non-Violent,Labor
3312,Mexico,Distrito Federal,Ciudad de México,0151,Civil Unrest / Other Government / Non-Violent,General Population
3313,Mexico,Oaxaca,Oaxaca de Juárez,0121,Civil Unrest / Housing / Non-Violent,Refugees/Displaced
3314,Mexico,Hidalgo,Mixquiahuala,0151,Civil Unrest / Other Government / Non-Violent,General Population
3315,Mexico,Puebla,Heróica Puebla de Zaragoza,0131,Civil Unrest / Energy & Resources / Non-Violent,Religious
3316,Mexico,Puebla,Tehuacán,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3317,Mexico,Puebla,Huauchinango,0121,Civil Unrest / Housing / Non-Violent,General Population
3318,Mexico,Guanajuato,Guanajuato,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3319,Mexico,Veracruz,Xalapa-Enríquez,0151,Civil Unrest / Other Government / Non-Violent,Business
3320,Mexico,Morelos,Cuernavaca,0162,Civil Unrest / Other / Violent,General Population
3321,Mexico,Chiapas,San Cristóbal de las Casas,0151,Civil Unrest / Other Government / Non-Violent,General Population
3322,Mexico,Veracruz,San Andrés Tuxtla,0161,Civil Unrest / Other / Non-Violent,Religious
3323,Mexico,Veracruz,Xalapa-Enríquez,0151,Civil Unrest / Other Government / Non-Violent,Education
3324,Mexico,Distrito Federal,Ciudad de México,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3325,Mexico,Hidalgo,Pachuca de Soto,0121,Civil Unrest / Housing / Non-Violent,General Population
3326,Mexico,Veracruz,Emiliano Zapata,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3327,Mexico,Hidalgo,Pachuca de Soto,0151,Civil Unrest / Other Government / Non-Violent,General Population
3328,Mexico,Puebla,Heróica Puebla de Zaragoza,0151,Civil Unrest / Other Government / Non-Violent,General Population
3329,Mexico,Jalisco,Guadalajara,0141,Civil Unrest / Other Economic / Non-Violent,General Population
3330,Mexico,Veracruz,Xalapa-Enríquez,0151,Civil Unrest / Other Government / Non-Violent,General Population
3331,Mexico,Distrito Federal,Ciudad de México,0152,Civil Unrest / Other Government / Violent,General Population
3332,Mexico,Distrito Federal,Ciudad de México,0152,Civil Unrest / Other Government / Violent,General Population
3333,Mexico,Chiapas,Motozintla de Mendoza,0152,Civil Unrest / Other Government / Violent,General Population
3334,Paraguay,Presidente Hayes,Nanawa,0151,Civil Unrest / Other Government / Non-Violent,Labor
3335,Paraguay,Canendiyú,Curuguaty,0131,Civil Unrest / Energy & Resources / Non-Violent,Education
3336,Paraguay,Central,Guarambaré,0161,Civil Unrest / Other / Non-Violent,General Population
3337,Paraguay,Asunción,Asunción,0151,Civil Unrest / Other Government / Non-Violent,Education
3338,Paraguay,Alto Paraná,Ciudad del Este,0151,Civil Unrest / Other Government / Non-Violent,General Population
3339,Paraguay,Asunción,Asunción,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
3340,Paraguay,Misiones,San Ignacio,0151,Civil Unrest / Other Government / Non-Violent,Education
3341,Paraguay,Caaguazú,Coronel Oviedo,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3342,Paraguay,San Pedro,San Estanislao,0151,Civil Unrest / Other Government / Non-Violent,General Population
3343,Paraguay,Asunción,Asunción,0151,Civil Unrest / Other Government / Non-Violent,Legal
3344,Paraguay,Central,San Lorenzo,0151,Civil Unrest / Other Government / Non-Violent,Labor
3345,Paraguay,Asunción,Asunción,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
3346,Paraguay,Asunción,Asunción,0111,Civil Unrest / Employment & Wages / Non-Violent,Education
3347,Paraguay,Asunción,Asunción,0151,Civil Unrest / Other Government / Non-Violent,Business
3348,Paraguay,Asunción,Asunción,0151,Civil Unrest / Other Government / Non-Violent,Education
3349,Paraguay,Misiones,San Ignacio,0151,Civil Unrest / Other Government / Non-Violent,Agricultural
3350,Paraguay,Itapúa,Itapúa Poty ,0151,Civil Unrest / Other Government / Non-Violent,Agricultural
3351,Paraguay,Asunción,Asunción,0151,Civil Unrest / Other Government / Non-Violent,Education
3352,Paraguay,Misiones,Ayolas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3353,Uruguay,Canelones,Pando,0162,Civil Unrest / Other / Violent,Labor
3354,Uruguay,Montevideo,Montevideo,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3355,Uruguay,NA,NA,0161,Civil Unrest / Other / Non-Violent,General Population
3356,Venezuela,Distrito Capital,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3357,Venezuela,Distrito Capital,Caracas,0121,Civil Unrest / Housing / Non-Violent,General Population
3358,Venezuela,Distrito Capital,Caracas,0161,Civil Unrest / Other / Non-Violent,Labor
3359,Venezuela,Distrito Capital,Caracas,0121,Civil Unrest / Housing / Non-Violent,General Population
3360,Venezuela,Distrito Capital,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3361,Venezuela,NA,NA,0211,Vote / Election / President/Prime Minister,Hugo Chavez 
3362,Venezuela,Distrito Capital,Caracas,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3363,Venezuela,Barinas,NA,0161,Civil Unrest / Other / Non-Violent,General Population
3364,Venezuela,Carabobo,Valencia,0151,Civil Unrest / Other Government / Non-Violent,General Population
3365,Venezuela,Anzoátegui,Puerto la Cruz ,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3366,Venezuela,Táchira,NA,0161,Civil Unrest / Other / Non-Violent,Labor
3367,Venezuela,Miranda,El Hatillo,0111,Civil Unrest / Employment & Wages / Non-Violent,Labor
3368,Venezuela,Barinas,NA,0151,Civil Unrest / Other Government / Non-Violent,General Population
3369,Venezuela,Distrito Capital,Caracas,0162,Civil Unrest / Other / Violent,General Population
3370,Venezuela,Distrito Capital,Caracas,0162,Civil Unrest / Other / Violent,General Population
3371,Venezuela,Miranda,Guarenas,0131,Civil Unrest / Energy & Resources / Non-Violent,General Population
3372,Venezuela,NA,Chacao,0161,Civil Unrest / Other / Non-Violent,Education
3373,Venezuela,Distrito Capital,Caracas,0161,Civil Unrest / Other / Non-Violent,General Population
3374,Venezuela,Distrito Capital,Caracas,0161,Civil Unrest / Other / Non-Violent,Labor
3375,Venezuela,Miranda,El Hatillo,0161,Civil Unrest / Other / Non-Violent,Labor
3376,Venezuela,Anzoátegui,Puerto la Cruz ,0131,Civil Unrest / Energy & Resources / Non-Violent,General population
3377,Venezuela,Anzoátegui,Barcelona,0131,Civil Unrest / Energy & Resources / Non-Violent,General population
3378,Venezuela,Anzoátegui,NA,0131,Civil Unrest / Energy & Resources / Non-Violent,General population
